,Tag,Product Type,Product/Title,Plot/Notes,,
12955,Technology Home Office,Technology,"Hewlett Copy Machine, Laser",Home Office,,
20907,Technology Corporate,Technology,Mophie Juice Pack Helium for iPhone,Corporate,,
21762,Technology Consumer,Technology,"StarTech Calculator, White",Consumer,,
17616,Technology Corporate,Technology,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Corporate,,
19356,Technology Consumer,Technology,"Brother Fax and Copier, Color",Consumer,,
12006,Phone,Phone,"T-Mobile """"""Drop The Balls""""""",In reference to his incorrect announcement of the winner of Miss Universe 2015 Steve Harvey apologizes for an error in a Verizon Wireless ad because T-Mobile had doubled the size of its LTE network in the past year.[67],,
3436,Furniture Home Office,Furniture,"Hon Swivel Stool, Adjustable",Home Office,,
14345,Technology Corporate,Technology,"Hewlett Copy Machine, Color",Corporate,,
1417,Furniture Consumer,Furniture,"Office Star Swivel Stool, Black",Consumer,,
125,Car,Car,"Audi """"""Daughter""""""","A father (George Clooney) monologues as his daughter wins a soapbox derby race, wondering if he should tell her that about how ""that despite her education, her drive, her skills, her intelligence, she will automatically be valued as less than every man she meets?""[85]",,
362,Furniture Consumer,Furniture,"Eldon Light Bulb, Duo Pack",Consumer,,
17894,Technology Consumer,Technology,"Konica Card Printer, Red",Consumer,,
11859,Office Supplies Corporate,Office Supplies,"Sanford Canvas, Blue",Corporate,,
17642,Technology Consumer,Technology,"Epson Calculator, Wireless",Consumer,,
18416,Technology Consumer,Technology,"Motorola Speaker Phone, Cordless",Consumer,,
5407,Furniture Corporate,Furniture,"Safco Corner Shelving, Metal",Corporate,,
5469,Furniture Corporate,Furniture,"Safco Classic Bookcase, Traditional",Corporate,,
8800,Furniture Corporate,Furniture,"Novimex Chairmat, Black",Corporate,,
8587,Furniture Consumer,Furniture,"Harbour Creations Bag Chairs, Adjustable",Consumer,,
7286,Furniture Home Office,Furniture,"Bush 3-Shelf Cabinet, Mobile",Home Office,,
5044,Furniture Consumer,Furniture,"Hon Bag Chairs, Set of Two",Consumer,,
15386,Technology Corporate,Technology,"Enermax Keyboard, USB",Corporate,,
15974,Technology Home Office,Technology,Logitech diNovo Edge Keyboard,Home Office,,
14844,Technology Consumer,Technology,"Brother Copy Machine, Color",Consumer,,
3664,Furniture Home Office,Furniture,"Bush Stackable Bookrack, Pine",Home Office,,
14408,Technology Home Office,Technology,"Cisco Audio Dock, VoIP",Home Office,,
849,Furniture Consumer,Furniture,"Lesro Conference Table, Rectangular",Consumer,,
2171,Furniture Consumer,Furniture,"Sauder Floating Shelf Set, Pine",Consumer,,
15393,Technology Consumer,Technology,"Belkin Router, Erganomic",Consumer,,
8947,Furniture Consumer,Furniture,"Global Leather Task Chair, Black",Consumer,,
3368,Furniture Corporate,Furniture,"Advantus Photo Frame, Duo Pack",Corporate,,
13401,Technology Corporate,Technology,Samsung Rugby III,Corporate,,
2600,Furniture Consumer,Furniture,DAX Wood Document Frame.,Consumer,,
3041,Furniture Consumer,Furniture,"Tenex Light Bulb, Durable",Consumer,,
722,Furniture Consumer,Furniture,"Deflect-O Stacking Tray, Black",Consumer,,
7800,Furniture Consumer,Furniture,"Sauder Stackable Bookrack, Pine",Consumer,,
13433,Technology Corporate,Technology,"Belkin Numeric Keypad, Bluetooth",Corporate,,
12725,Technology Consumer,Technology,"Nokia Office Telephone, Full Size",Consumer,,
921,Furniture Corporate,Furniture,Global Commerce Series High-Back Swivel/Tilt Chairs,Corporate,,
18975,Technology Home Office,Technology,"Panasonic Receipt Printer, Red",Home Office,,
875,Furniture Corporate,Furniture,"Rubbermaid Frame, Durable",Corporate,,
10978,Office Supplies Consumer,Office Supplies,"Southworth 100% Résumé Paper, 24lb.",Consumer,,
5633,Furniture Home Office,Furniture,"Novimex Swivel Stool, Black",Home Office,,
8593,Furniture Corporate,Furniture,"Deflect-O Stacking Tray, Erganomic",Corporate,,
18037,Technology Corporate,Technology,"Hewlett Ink, Color",Corporate,,
21276,Technology Consumer,Technology,"Motorola Headset, Full Size",Consumer,,
8298,Furniture Home Office,Furniture,"Rubbermaid Door Stop, Erganomic",Home Office,,
15490,Technology Consumer,Technology,Canon PC-428 Personal Copier,Consumer,,
4935,Furniture Home Office,Furniture,"Bush Corner Shelving, Pine",Home Office,,
20100,Technology Corporate,Technology,Hewlett-Packard Deskjet 5550 Printer,Corporate,,
4905,Furniture Consumer,Furniture,Global Low Back Tilter Chair,Consumer,,
18068,Technology Consumer,Technology,"Panasonic Inkjet, Durable",Consumer,,
10095,Furniture Corporate,Furniture,"Harbour Creations Executive Leather Armchair, Adjustable",Corporate,,
4867,Furniture Corporate,Furniture,"Hon Bag Chairs, Black",Corporate,,
4411,Furniture Corporate,Furniture,9-3/4 Diameter Round Wall Clock,Corporate,,
9734,Furniture Consumer,Furniture,"Advantus Door Stop, Black",Consumer,,
18954,Technology Corporate,Technology,"Brother Fax Machine, High-Speed",Corporate,,
5509,Furniture Corporate,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,Corporate,,
20655,Technology Corporate,Technology,"Samsung Audio Dock, VoIP",Corporate,,
3486,Furniture Consumer,Furniture,"Bush Cubix Collection Bookcases, Fully Assembled",Consumer,,
4929,Furniture Home Office,Furniture,"Rubbermaid Light Bulb, Erganomic",Home Office,,
19301,Technology Consumer,Technology,"Memorex Numeric Keypad, Erganomic",Consumer,,
19437,Technology Home Office,Technology,"Enermax Memory Card, Programmable",Home Office,,
64,Building materials,Building materials,"84 Lumber """"""The Journey""""""","A mother and daughter embark on a journey to emigrate from Mexico to the United States.[80][81] The version aired during the game was edited due to the political overtones of its conclusion, which depicts a border wall.[82][83]",,
13749,Technology Home Office,Technology,"HP Fax Machine, High-Speed",Home Office,,
4170,Furniture Consumer,Furniture,"Advantus Stacking Tray, Erganomic",Consumer,,
12215,Technology Consumer,Technology,"Nokia Office Telephone, VoIP",Consumer,,
14995,Technology Home Office,Technology,"Motorola Signal Booster, with Caller ID",Home Office,,
10954,Office Supplies Consumer,Office Supplies,"Kraft Business Envelopes, Security-Tint",Consumer,,
6374,Furniture Consumer,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Consumer,,
2032,Furniture Consumer,Furniture,"Advantus Stacking Tray, Erganomic",Consumer,,
19485,Technology Consumer,Technology,"Memorex Router, Programmable",Consumer,,
12414,Technology Consumer,Technology,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Consumer,,
10882,Office Supplies Consumer,Office Supplies,Stockwell Push Pins,Consumer,,
7483,Furniture Corporate,Furniture,Sauder Cornerstone Collection Library,Corporate,,
18028,Technology Corporate,Technology,"Panasonic Printer, White",Corporate,,
19933,Technology Corporate,Technology,"HP Personal Copier, Digital",Corporate,,
14947,Technology Consumer,Technology,"Apple Signal Booster, Cordless",Consumer,,
5146,Furniture Consumer,Furniture,"Barricks Computer Table, Fully Assembled",Consumer,,
10299,Office Supplies Consumer,Office Supplies,"Cameo Manila Envelope, with clear poly window",Consumer,,
21540,Technology Corporate,Technology,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Corporate,,
10524,Office Supplies Home Office,Office Supplies,"Cameo Clasp Envelope, Security-Tint",Home Office,,
15934,Technology Consumer,Technology,Micro Innovations USB RF Wireless Keyboard with Mouse,Consumer,,
20863,Technology Consumer,Technology,"Hewlett Wireless Fax, Digital",Consumer,,
17484,Technology Corporate,Technology,"Sharp Fax and Copier, Laser",Corporate,,
8945,Furniture Corporate,Furniture,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Corporate,,
11249,Office Supplies Consumer,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Consumer,,
3110,Furniture Home Office,Furniture,"Dania Corner Shelving, Mobile",Home Office,,
17611,Technology Home Office,Technology,"Epson Calculator, Durable",Home Office,,
16325,Technology Consumer,Technology,Ativa V4110MDD Micro-Cut Shredder,Consumer,,
11218,Office Supplies Home Office,Office Supplies,"Stockwell Push Pins, Assorted Sizes",Home Office,,
9190,Furniture Consumer,Furniture,"SAFCO Swivel Stool, Red",Consumer,,
20069,Technology Consumer,Technology,"HP Ink, Digital",Consumer,,
14376,Technology Home Office,Technology,"Memorex Memory Card, Bluetooth",Home Office,,
7314,Furniture Consumer,Furniture,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Consumer,,
7651,Furniture Consumer,Furniture,"Rubbermaid Photo Frame, Black",Consumer,,
1596,Furniture Consumer,Furniture,"SAFCO Steel Folding Chair, Black",Consumer,,
2871,Furniture Consumer,Furniture,"Ikea 3-Shelf Cabinet, Metal",Consumer,,
9694,Furniture Corporate,Furniture,"Sauder Library with Doors, Mobile",Corporate,,
6415,Furniture Consumer,Furniture,"Safco 3-Shelf Cabinet, Traditional",Consumer,,
14970,Technology Corporate,Technology,"HP Personal Copier, High-Speed",Corporate,,
16176,Technology Home Office,Technology,Panasonic Kx-TS550,Home Office,,
16005,Technology Corporate,Technology,"Panasonic Calculator, White",Corporate,,
3555,Furniture Consumer,Furniture,"Advantus Clock, Black",Consumer,,
8796,Furniture Corporate,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Corporate,,
21396,Technology Corporate,Technology,"Enermax Memory Card, Bluetooth",Corporate,,
4005,Furniture Corporate,Furniture,"Tenex Photo Frame, Erganomic",Corporate,,
13990,Technology Home Office,Technology,"Canon Fax Machine, Laser",Home Office,,
6183,Furniture Consumer,Furniture,"Dania Stackable Bookrack, Pine",Consumer,,
8361,Furniture Consumer,Furniture,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Consumer,,
4884,Furniture Consumer,Furniture,"Rubbermaid Stacking Tray, Erganomic",Consumer,,
17309,Technology Home Office,Technology,"Sharp Ink, Color",Home Office,,
12238,Technology Consumer,Technology,"Okidata Printer, Wireless",Consumer,,
13287,Technology Consumer,Technology,"Memorex Keyboard, Programmable",Consumer,,
4351,Furniture Consumer,Furniture,"Ikea 3-Shelf Cabinet, Metal",Consumer,,
9251,Furniture Consumer,Furniture,"Deflect-O Clock, Erganomic",Consumer,,
12795,Technology Consumer,Technology,Cisco SPA112 2 Port Phone Adapter,Consumer,,
13526,Technology Corporate,Technology,"Nokia Signal Booster, with Caller ID",Corporate,,
8025,Furniture Consumer,Furniture,"Rubbermaid Clock, Duo Pack",Consumer,,
2614,Furniture Corporate,Furniture,"Deflect-O Photo Frame, Erganomic",Corporate,,
8618,Furniture Corporate,Furniture,"SAFCO Chairmat, Red",Corporate,,
18086,Technology Corporate,Technology,"Cisco Office Telephone, with Caller ID",Corporate,,
16209,Technology Consumer,Technology,"SanDisk Keyboard, Programmable",Consumer,,
21059,Technology Consumer,Technology,"Konica Phone, White",Consumer,,
14118,Technology Consumer,Technology,"Brother Copy Machine, Laser",Consumer,,
8146,Furniture Corporate,Furniture,"Bush Classic Bookcase, Mobile",Corporate,,
11291,Office Supplies Consumer,Office Supplies,Avery 49,Consumer,,
9474,Furniture Corporate,Furniture,"Harbour Creations Steel Folding Chair, Set of Two",Corporate,,
6463,Furniture Consumer,Furniture,"Sauder Floating Shelf Set, Traditional",Consumer,,
10855,Office Supplies Home Office,Office Supplies,"Acco Binder, Clear",Home Office,,
10285,Office Supplies Consumer,Office Supplies,"Harbour Creations File Folder Labels, 5000 Label Set",Consumer,,
20868,Technology Consumer,Technology,"Panasonic Card Printer, Red",Consumer,,
20170,Technology Consumer,Technology,"Epson Inkjet, White",Consumer,,
2607,Furniture Corporate,Furniture,Dana Halogen Swing-Arm Architect Lamp,Corporate,,
9274,Furniture Consumer,Furniture,"Chromcraft Conference Table, Rectangular",Consumer,,
8012,Furniture Consumer,Furniture,"Rubbermaid Light Bulb, Black",Consumer,,
16842,Technology Consumer,Technology,"SanDisk Flash Drive, USB",Consumer,,
4778,Furniture Corporate,Furniture,"Hon Steel Folding Chair, Red",Corporate,,
3605,Furniture Consumer,Furniture,Balt Solid Wood Rectangular Table,Consumer,,
11658,Office Supplies Corporate,Office Supplies,Xerox 1940,Corporate,,
7663,Furniture Consumer,Furniture,"Sauder Library with Doors, Mobile",Consumer,,
4580,Furniture Corporate,Furniture,"Sauder Corner Shelving, Mobile",Corporate,,
8288,Furniture Consumer,Furniture,"Global Fabric Manager's Chair, Dark Gray",Consumer,,
21103,Technology Corporate,Technology,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Corporate,,
19465,Technology Home Office,Technology,"Cisco Signal Booster, VoIP",Home Office,,
15793,Technology Corporate,Technology,"Logitech Mouse, Bluetooth",Corporate,,
5779,Furniture Consumer,Furniture,"Novimex Bag Chairs, Black",Consumer,,
4698,Furniture Corporate,Furniture,"SAFCO Rocking Chair, Adjustable",Corporate,,
18825,Technology Home Office,Technology,"Sharp Ink, Color",Home Office,,
1530,Furniture Corporate,Furniture,"Bush Stackable Bookrack, Traditional",Corporate,,
9595,Furniture Corporate,Furniture,"SAFCO Rocking Chair, Adjustable",Corporate,,
9867,Furniture Corporate,Furniture,"Harbour Creations Chairmat, Red",Corporate,,
6560,Furniture Consumer,Furniture,"Eldon Clock, Erganomic",Consumer,,
11944,Office Supplies Consumer,Office Supplies,"Elite Shears, Easy Grip",Consumer,,
10189,Furniture Corporate,Furniture,"Padded Folding Chairs, Black, 4/Carton",Corporate,,
859,Furniture Consumer,Furniture,"Deflect-O Stacking Tray, Erganomic",Consumer,,
6394,Furniture Corporate,Furniture,"Deflect-O Door Stop, Duo Pack",Corporate,,
12469,Technology Consumer,Technology,"Okidata Receipt Printer, Durable",Consumer,,
18279,Technology Consumer,Technology,"Cisco Smart Phone, Full Size",Consumer,,
19984,Technology Corporate,Technology,"Samsung Signal Booster, Full Size",Corporate,,
5276,Furniture Corporate,Furniture,"Hon Executive Leather Armchair, Red",Corporate,,
12987,Technology Home Office,Technology,"StarTech Calculator, Durable",Home Office,,
13351,Technology Consumer,Technology,Vtech CS6719,Consumer,,
2845,Furniture Consumer,Furniture,"Hon Round Table, Fully Assembled",Consumer,,
12058,Soft drink,Soft Drink,"Coca-Cola """"""Make It Happy""""""",A spill of the drink in a data center causes Internet bullying messages to transform into positive messages.[21][24],,
3898,Furniture Home Office,Furniture,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Home Office,,
6811,Furniture Corporate,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",Corporate,,
9629,Furniture Consumer,Furniture,"Rubbermaid Photo Frame, Black",Consumer,,
9844,Furniture Consumer,Furniture,"SAFCO Chairmat, Black",Consumer,,
9868,Furniture Corporate,Furniture,"Deflect-O Photo Frame, Duo Pack",Corporate,,
10553,Office Supplies Consumer,Office Supplies,"Smead File Folder Labels, Adjustable",Consumer,,
915,Furniture Home Office,Furniture,"Eldon Stacking Tray, Durable",Home Office,,
17868,Technology Corporate,Technology,"Memorex Numeric Keypad, Bluetooth",Corporate,,
18827,Technology Consumer,Technology,"Brother Personal Copier, High-Speed",Consumer,,
9459,Furniture Home Office,Furniture,"Novimex Chairmat, Set of Two",Home Office,,
18111,Technology Home Office,Technology,"Sharp Personal Copier, Laser",Home Office,,
17578,Technology Consumer,Technology,"Panasonic Printer, Wireless",Consumer,,
18693,Technology Consumer,Technology,"Samsung Headset, VoIP",Consumer,,
17032,Technology Consumer,Technology,"HP Wireless Fax, Color",Consumer,,
9693,Furniture Corporate,Furniture,"Bush Corner Shelving, Traditional",Corporate,,
15015,Technology Corporate,Technology,"Panasonic Calculator, Wireless",Corporate,,
5260,Furniture Corporate,Furniture,"Office Star Bag Chairs, Set of Two",Corporate,,
20568,Technology Consumer,Technology,"SanDisk Numeric Keypad, USB",Consumer,,
2896,Furniture Home Office,Furniture,"Hon Bag Chairs, Set of Two",Home Office,,
8644,Furniture Consumer,Furniture,"Novimex Swivel Stool, Black",Consumer,,
21633,Technology Home Office,Technology,"StarTech Phone, Wireless",Home Office,,
9704,Furniture Corporate,Furniture,Coloredge Poster Frame,Corporate,,
11589,Office Supplies Consumer,Office Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Consumer,,
3562,Furniture Consumer,Furniture,"Ikea Classic Bookcase, Metal",Consumer,,
18607,Technology Home Office,Technology,"StarTech Printer, Durable",Home Office,,
14394,Technology Consumer,Technology,"SanDisk Numeric Keypad, Bluetooth",Consumer,,
1957,Furniture Consumer,Furniture,"Office Star Steel Folding Chair, Adjustable",Consumer,,
15972,Technology Consumer,Technology,Plantronics Savi W720 Multi-Device Wireless Headset System,Consumer,,
